id,name,type,ra_hours,dec_deg,mag,size_arcmin,constellation,description
H248,NGC 4438,GAL,12.46333,13.01670,10.2,8,Vir,Silně deformovaná galaxie ideální pro delší expozice
H249,NGC 4442,GAL,12.46667,9.80000,10.4,4,Vir,Eliptická galaxie vhodná pro detailní snímky
H250,NGC 4448,GAL,12.46833,28.61670,11.1,4,Com,Barred galaxie vhodná pro delší expozice
H251,NGC 4449,GAL,12.47000,44.08330,9.4,6,CVn,Nepravidelná galaxie ideální pro detailní foto
H252,NGC 4450,GAL,12.47500,17.08330,10.1,5,Com,Spirální galaxie vhodná pro delší expozice
H253,NGC 4459,GAL,12.48333,13.98330,10.4,4,Vir,Eliptická galaxie vhodná pro detailní snímky
H254,NGC 4473,GAL,12.49667,13.43330,10.2,4,Vir,Eliptická galaxie vhodná pro dlouhé expozice
H255,NGC 4477,GAL,12.50167,13.63330,10.4,4,Vir,Barred galaxie vhodná pro detailní foto
H256,NGC 4478,GAL,12.50333,12.31670,11.5,2,Vir,Malá eliptická galaxie vhodná pro delší expozice
H257,NGC 4485,GAL,12.51000,41.70000,11.9,2,CVn,Interagující galaxie vhodná pro dlouhé expozice
H258,NGC 4486 (M87),GAL,12.51333,12.38330,8.6,8,Vir,Jasná eliptická galaxie ideální pro detailní foto
H259,NGC 4490,GAL,12.51167,41.63330,9.8,6,CVn,Interagující galaxie vhodná pro detailní snímky
H260,NGC 4494,GAL,12.52333,25.76670,9.8,5,Com,Eliptická galaxie vhodná pro dlouhé expozice
H261,NGC 4526,GAL,12.56667,7.68330,9.7,7,Vir,Jasná lentikulární galaxie ideální pro detailní foto
H262,NGC 4527,GAL,12.56833,2.65000,10.5,6,Vir,Protažená galaxie vhodná pro delší expozice
H263,NGC 4535,GAL,12.57167,8.18330,10.0,7,Vir,Spirální galaxie s jemnou strukturou ideální pro foto
H264,NGC 4536,GAL,12.57333,2.18330,10.6,8,Vir,Spirální galaxie vhodná pro detailní snímky
H265,NGC 4546,GAL,12.59167,-3.78330,10.3,3,Vir,Eliptická galaxie vhodná pro dlouhé expozice
H266,NGC 4548 (M91),GAL,12.59000,14.50000,10.2,5,Com,Barred spirální galaxie ideální pro detailní foto
H267,NGC 4550,GAL,12.59167,12.21670,11.7,3,Vir,Protažená galaxie vhodná pro delší expozice
H268,NGC 4559,GAL,12.59833,27.96670,9.9,11,Com,Jasná spirální galaxie ideální pro detailní snímky
H269,NGC 4565,GAL,12.60333,25.98330,9.6,16,Com,Galaxie z boku s výrazným prachovým pásem ideální pro foto
H270,NGC 4570,GAL,12.61500,7.25000,10.9,4,Vir,Eliptická galaxie vhodná pro delší expozice
H271,NGC 4594 (M104),GAL,12.66667,-11.61670,8.0,9,Vir,Sombrero galaxie ideální pro detailní snímky
H272,NGC 4596,GAL,12.66500,10.16670,10.4,4,Vir,Barred galaxie vhodná pro delší expozice
H273,NGC 4618,GAL,12.69333,41.15000,10.8,4,CVn,Asymetrická spirální galaxie vhodná pro detailní foto
H274,NGC 4631,GAL,12.70167,32.53330,9.3,15,CVn,Whale Galaxy ideální pro detailní snímky
H275,NGC 4636,GAL,12.71333,2.68330,9.5,6,Vir,Eliptická galaxie vhodná pro dlouhé expozice
H276,NGC 4637,GAL,12.71500,11.43330,12.4,1,Vir,Velmi slabá galaxie vhodná pro delší expozice
H277,NGC 4638,GAL,12.71167,11.43330,11.2,2,Vir,Malá eliptická galaxie vhodná pro detailní foto
H278,NGC 4643,GAL,12.72167,1.96670,10.8,4,Vir,Barred galaxie vhodná pro delší expozice
H279,NGC 4654,GAL,12.73167,13.11670,10.5,5,Vir,Asymetrická spirální galaxie vhodná pro detailní snímky
H280,NGC 4656,GAL,12.73167,32.16670,10.5,15,CVn,Protažená „Hockey Stick“ galaxie ideální pro foto
H281,NGC 4660,GAL,12.74167,11.18330,11.2,2,Vir,Malá eliptická galaxie vhodná pro delší expozice
H282,NGC 4665,GAL,12.75000,3.05000,10.5,4,Vir,Barred galaxie vhodná pro detailní foto
H283,NGC 4666,GAL,12.75167,-0.46670,10.7,5,Vir,Protažená galaxie s prachovými pásy ideální pro foto
H284,NGC 4689,GAL,12.79500,13.76670,11.0,4,Com,Slabší spirální galaxie vhodná pro delší expozice
H285,NGC 4697,GAL,12.80833,-5.80000,9.2,7,Vir,Jasná eliptická galaxie ideální pro detailní snímky
H286,NGC 4698,GAL,12.80500,8.48330,10.6,4,Vir,Spirální galaxie vhodná pro delší expozice
H287,NGC 4699,GAL,12.81667,-8.66670,9.5,4,Vir,Barred spirální galaxie vhodná pro detailní foto
H288,NGC 4725,GAL,12.84000,25.50000,9.4,11,Com,Velká spirální galaxie ideální pro detailní snímky
H289,NGC 4753,GAL,12.87167,-1.20000,9.9,6,Vir,Eliptická galaxie s prachovými pásy vhodná pro foto
H290,NGC 4754,GAL,12.87000,11.31670,10.6,5,Vir,Barred galaxie vhodná pro delší expozice
H291,NGC 4762,GAL,12.88167,11.23330,10.3,9,Vir,Protažená galaxie z boku ideální pro detailní foto
H292,NGC 4781,GAL,12.90667,-10.53330,11.1,4,Vir,Slabší spirální galaxie vhodná pro delší expozice
H293,NGC 4800,GAL,12.91167,46.53330,11.6,2,CVn,Malá spirální galaxie vhodná pro detailní snímky
H294,NGC 4845,GAL,12.96667,1.58330,11.2,5,Vir,Protažená galaxie vhodná pro delší expozice
H295,NGC 4856,GAL,12.98667,-15.03330,10.5,4,Vir,Eliptická galaxie vhodná pro detailní foto
H296,NGC 4866,GAL,12.99333,14.16670,11.2,6,Vir,Protažená galaxie vhodná pro delší expozice
H297,NGC 4900,GAL,13.01000,2.50000,11.3,2,Vir,Malá spirální galaxie vhodná pro detailní snímky
H298,NGC 4941,GAL,13.06833,-5.55000,11.2,3,Vir,Slabší galaxie vhodná pro delší expozice
H299,NGC 4958,GAL,13.09667,-8.01670,10.7,4,Vir,Eliptická galaxie vhodná pro detailní foto
H300,NGC 4995,GAL,13.15333,-7.83330,11.2,3,Vir,Malá spirální galaxie vhodná pro delší expozice
H301,NGC 5005,GAL,13.18167,37.05000,9.8,6,CVn,Jasná spirální galaxie ideální pro detailní snímky
H302,NGC 5033,GAL,13.22333,36.58330,10.2,11,CVn,Protažená spirální galaxie vhodná pro detailní foto
H303,NGC 5054,GAL,13.25000,-16.63330,10.9,5,Vir,Spirální galaxie vhodná pro delší expozice
H304,NGC 5170,GAL,13.49667,-17.96670,11.4,9,Vir,Galaxie z boku ideální pro detailní snímky
H305,NGC 5195,GAL,13.50000,47.26670,9.6,6,CVn,Interagující galaxie s M51 ideální pro foto
H306,NGC 5248,GAL,13.62500,8.88330,10.3,6,Boo,Spirální galaxie s výraznými rameny vhodná pro detailní snímky
H307,NGC 5273,GAL,13.70167,35.65000,11.5,3,CVn,Malá aktivní galaxie vhodná pro delší expozice
H308,NGC 5322,GAL,13.82000,60.18330,10.1,6,UMa,Eliptická galaxie vhodná pro detailní foto
H309,NGC 5367,RN,13.91167,-39.98330,0,2,Cen,Reflexní mlhovina vhodná pro barevné snímky
H310,NGC 5466,GC,14.09167,28.53330,9.2,9,Boo,Řídká kulová hvězdokupa vhodná pro široká pole
H311,NGC 5473,GAL,14.07833,54.88330,11.5,2,UMa,Malá eliptická galaxie vhodná pro delší expozice
H312,NGC 5474,GAL,14.08333,53.66670,10.8,5,UMa,Nepravidelná galaxie vhodná pro detailní foto
H313,NGC 5557,GAL,14.30833,36.50000,10.9,2,Boo,Eliptická galaxie vhodná pro dlouhé expozice
H314,NGC 5566,GAL,14.33667,3.93330,10.7,7,Vir,Barred galaxie vhodná pro detailní snímky
H315,NGC 5585,GAL,14.33000,56.71670,10.7,6,UMa,Spirální galaxie vhodná pro delší expozice
H316,NGC 5631,GAL,14.44167,56.58330,11.1,3,UMa,Eliptická galaxie vhodná pro detailní foto
H317,NGC 5634,GC,14.49333,-5.96670,9.5,5,Vir,Kulová hvězdokupa vhodná pro delší expozice
H318,NGC 5676,GAL,14.54500,49.45000,11.1,4,Boo,Spirální galaxie vhodná pro detailní snímky
H319,NGC 5689,GAL,14.58833,48.73330,11.9,4,Boo,Protažená galaxie vhodná pro delší expozice
H320,NGC 5746,GAL,14.74833,1.98330,10.3,7,Vir,Galaxie z boku ideální pro detailní foto
H321,NGC 5846,GAL,15.10667,1.60000,10.1,4,Vir,Eliptická galaxie vhodná pro dlouhé expozice
H322,NGC 5866 (M102),GAL,15.11000,55.76670,9.9,7,Dra,Galaxie z boku s prachovým pásem ideální pro foto
H323,NGC 5897,GC,15.29000,-21.01670,8.4,13,Lib,Řídká kulová hvězdokupa vhodná pro široká pole
H324,NGC 5907,GAL,15.26500,56.33330,10.3,13,Dra,Protažená galaxie ideální pro detailní snímky
H325,NGC 5982,GAL,15.64500,59.35000,11.0,3,Dra,Eliptická galaxie vhodná pro delší expozice
H326,NGC 5985,GAL,15.66000,59.33330,11.1,6,Dra,Spirální galaxie vhodná pro detailní foto
H327,NGC 6118,GAL,16.36333,-2.28330,11.7,5,Ser,Slabší spirální galaxie vhodná pro delší expozice
H328,NGC 6144,GC,16.45500,-26.03330,9.0,9,Sco,Kulová hvězdokupa vhodná pro detailní snímky
H329,NGC 6171 (M107),GC,16.54167,-13.05000,7.9,13,Oph,Kulová hvězdokupa ideální pro detailní foto
H330,NGC 6207,GAL,16.71833,35.85000,11.4,3,Her,Slabší spirální galaxie vhodná pro delší expozice
H331,NGC 6210,PN,16.74167,23.80000,8.8,0.3,Her,Planetární mlhovina vhodná pro detailní úzkopásmo
H332,NGC 6217,GAL,16.54167,78.20000,11.0,3,UMi,Spirální galaxie vhodná pro delší expozice
H333,NGC 6229,GC,16.78167,47.51670,9.4,5,Her,Kulová hvězdokupa vhodná pro detailní snímky
H334,NGC 6235,GC,16.89000,-22.18330,9.0,5,Oph,Kulová hvězdokupa vhodná pro delší expozice
H335,NGC 6284,GC,17.07500,-24.76670,8.9,6,Oph,Kulová hvězdokupa vhodná pro detailní foto
H336,NGC 6287,GC,17.08500,-22.71670,9.3,5,Oph,Kulová hvězdokupa vhodná pro delší expozice
H337,NGC 6293,GC,17.17000,-26.58330,8.3,8,Oph,Kulová hvězdokupa vhodná pro detailní snímky
H338,NGC 6304,GC,17.24167,-29.46670,8.3,8,Oph,Kulová hvězdokupa vhodná pro delší expozice
H339,NGC 6316,GC,17.27500,-28.13330,8.1,5,Oph,Kulová hvězdokupa vhodná pro detailní foto
H340,NGC 6342,GC,17.35167,-19.58330,9.5,4,Oph,Kulová hvězdokupa vhodná pro delší expozice
H341,NGC 6355,GC,17.39833,-26.35000,8.6,4,Oph,Kompaktní kulová hvězdokupa vhodná pro detailní foto
H342,NGC 6356,GC,17.39333,-17.81670,8.2,10,Oph,Hustá kulová hvězdokupa ideální pro delší expozice
H343,NGC 6366,GC,17.46167,-5.08330,9.5,13,Oph,Řídká kulová hvězdokupa vhodná pro široká pole
H344,NGC 6369,PN,17.48833,-23.76670,11.4,0.5,Oph,„Little Ghost“ mlhovina ideální pro úzkopásmo
H345,NGC 6401,GC,17.64333,-23.91670,7.4,12,Oph,Kulová hvězdokupa vhodná pro detailní snímky
H346,NGC 6426,GC,17.74667,3.16670,11.0,4,Oph,Slabší kulová hvězdokupa vhodná pro delší expozice
H347,NGC 6440,GC,17.81500,-20.36670,9.3,4,Sgr,Kompaktní kulová hvězdokupa vhodná pro detailní foto
H348,NGC 6445,PN,17.82000,-20.01670,11.2,0.6,Sgr,Planetární mlhovina s jemnou strukturou ideální pro úzkopásmo
H349,NGC 6451,OC,17.84667,-30.20000,8.2,8,Sco,Malá hvězdokupa vhodná pro detailní snímky
H350,NGC 6517,GC,18.03000,-8.95000,10.1,4,Oph,Kompaktní kulová hvězdokupa vhodná pro delší expozice
H351,NGC 6520,OC,18.05667,-27.91670,7.6,6,Sgr,Hvězdokupa poblíž Barnard 86 ideální pro široká pole
H352,NGC 6522,GC,18.05500,-30.03330,8.3,9,Sgr,Kulová hvězdokupa v Baadeově okně vhodná pro detailní foto
H353,NGC 6528,GC,18.08000,-30.05000,9.6,5,Sgr,Kompaktní kulová hvězdokupa vhodná pro delší expozice
H354,NGC 6540,GC,18.10333,-27.76670,14.6,1,Sgr,Velmi slabá kulová hvězdokupa vhodná pro dlouhé expozice
H355,NGC 6543,PN,17.97667,66.63330,8.1,0.3,Dra,Cat’s Eye mlhovina ideální pro detailní úzkopásmo
H356,NGC 6553,GC,18.15333,-25.91670,8.3,9,Sgr,Starší kulová hvězdokupa vhodná pro detailní foto
H357,NGC 6568,OC,18.21333,-21.58330,8.6,13,Sgr,Řídká hvězdokupa vhodná pro široká pole
H358,NGC 6569,GC,18.22667,-31.83330,8.4,6,Sgr,Kulová hvězdokupa vhodná pro delší expozice
H359,NGC 6583,OC,18.26333,-13.13330,10.0,5,Sgr,Malá hvězdokupa vhodná pro detailní snímky
H360,NGC 6624,GC,18.39500,-30.36670,7.6,9,Sgr,Kompaktní kulová hvězdokupa vhodná pro detailní foto
H361,NGC 6629,PN,18.42833,-23.20000,11.3,0.2,Sgr,Malá planetární mlhovina vhodná pro úzkopásmo
H362,NGC 6633,OC,18.45500,6.56670,4.6,27,Oph,Jasná hvězdokupa ideální pro široká pole
H363,NGC 6638,GC,18.51500,-25.50000,9.2,7,Sgr,Kulová hvězdokupa vhodná pro delší expozice
H364,NGC 6642,GC,18.53167,-23.46670,8.9,6,Sgr,Kompaktní kulová hvězdokupa vhodná pro detailní foto
H365,NGC 6645,OC,18.54333,-16.90000,8.5,10,Sgr,Řídká hvězdokupa vhodná pro široká pole
H366,NGC 6664,OC,18.61167,-8.21670,7.8,16,Sct,Hvězdokupa vhodná pro střední ohniska
H367,NGC 6712,GC,18.88500,-8.70000,8.1,10,Sct,Řídká kulová hvězdokupa vhodná pro široká pole
H368,NGC 6755,OC,19.13000,4.25000,7.5,14,Aql,Řídká hvězdokupa vhodná pro široká pole
H369,NGC 6756,OC,19.14667,4.70000,10.6,4,Aql,Malá hvězdokupa vhodná pro detailní snímky
H370,NGC 6781,PN,19.30667,6.53330,11.4,1.8,Aql,Planetární mlhovina s filamenty ideální pro úzkopásmo
H371,NGC 6802,OC,19.51000,20.26670,8.8,3,Vul,Malá hvězdokupa vhodná pro detailní foto
H372,NGC 6818,PN,19.73333,-14.15000,9.3,0.5,Sgr,Little Gem mlhovina ideální pro detailní snímky
H373,NGC 6819,OC,19.68833,40.18330,7.3,5,Cyg,Starší hvězdokupa vhodná pro střední ohniska
H374,NGC 6823,OC,19.71833,23.30000,7.1,12,Vul,Hvězdokupa v Sh2‑86 vhodná pro široká pole
H375,NGC 6826,PN,19.74667,50.51670,8.8,0.4,Cyg,Blinking Planetary ideální pro detailní foto
H376,NGC 6830,OC,19.85000,23.10000,7.9,12,Vul,Řídká hvězdokupa vhodná pro široká pole
H377,NGC 6834,OC,19.86333,29.41670,7.8,5,Cyg,Kompaktní hvězdokupa vhodná pro detailní snímky
H378,NGC 6866,OC,20.06333,44.15000,7.6,15,Cyg,Hvězdokupa vhodná pro střední ohniska
H379,NGC 6882,OC,20.19167,26.48330,8.1,18,Vul,Řídká hvězdokupa vhodná pro široká pole
H380,NGC 6885,OC,20.20000,26.48330,8.1,7,Vul,Malá hvězdokupa vhodná pro detailní foto
H381,NGC 6905,PN,20.37333,20.11670,11.1,0.7,Del,Blue Flash mlhovina ideální pro úzkopásmo
H382,NGC 6910,OC,20.38500,40.78330,7.4,7,Cyg,Hvězdokupa poblíž Sadr vhodná pro široká pole
H383,NGC 6934,GC,20.57000,7.40000,8.9,6,Del,Kulová hvězdokupa vhodná pro detailní snímky
H384,NGC 6939,OC,20.52333,60.63330,7.8,8,Cep,Starší hvězdokupa vhodná pro střední ohniska
H385,NGC 6940,OC,20.57667,28.28330,6.3,31,Vul,Velká hvězdokupa ideální pro široká pole
H386,NGC 6946,GAL,20.58167,60.15000,8.8,11,Cep,Fireworks Galaxy ideální pro detailní foto
H387,NGC 7006,GC,21.02500,16.18330,10.6,3,Del,Vzdálená kulová hvězdokupa vhodná pro dlouhé expozice
H388,NGC 7008,PN,21.00833,54.55000,10.7,1.4,Cyg,Planetární mlhovina s filamenty ideální pro úzkopásmo
H389,NGC 7009,PN,21.07000,-11.35000,8.3,0.4,Aqr,Saturn Nebula ideální pro detailní foto
H390,NGC 7044,OC,21.23333,42.50000,12.0,7,Cyg,Slabší hvězdokupa vhodná pro delší expozice
H391,NGC 7128,OC,21.73167,53.71670,9.7,3,Cyg,Malá hvězdokupa vhodná pro detailní snímky
H392,NGC 7209,OC,22.08333,46.50000,7.7,25,Lac,Řídká hvězdokupa vhodná pro široká pole
H393,NGC 7217,GAL,22.13000,31.35000,10.1,4,Peg,Symetrická spirální galaxie vhodná pro detailní foto
H394,NGC 7243,OC,22.25500,49.88330,6.4,21,Lac,Hvězdokupa vhodná pro široká pole
H395,NGC 7331,GAL,22.61667,34.41670,9.5,10,Peg,Jasná spirální galaxie ideální pro detailní snímky
H396,NGC 7448,GAL,23.00000,15.96670,11.4,3,Peg,Slabší spirální galaxie vhodná pro delší expozice
H397,NGC 7479,GAL,23.08167,12.31670,10.9,4,Peg,Barred spirální galaxie vhodná pro detailní foto
H398,NGC 7606,GAL,23.31667,-8.48330,10.8,6,Aqr,Spirální galaxie vhodná pro delší expozice
H399,NGC 7723,GAL,23.64833,-12.96670,11.2,3,Aqr,Slabší spirální galaxie vhodná pro detailní snímky
H400,NGC 7727,GAL,23.66500,-12.30000,10.6,5,Aqr,Interagující galaxie vhodná pro dlouhé expozice
