id,name,type,ra_hours,dec_deg,mag,size_arcmin,constellation,description
B 247,Barnard 247,DN,18.2000,-8.7500,0,15.0,Sct,Temná mlhovina vhodná pro široká pole
B 248,Barnard 248,DN,18.2333,-8.3333,0,12.0,Sct,Temná skvrna vhodná pro detailní foto
B 249,Barnard 249,DN,18.2667,-7.9167,0,10.0,Sct,Temná mlhovina vhodná pro delší expozice
B 250,Barnard 250,DN,18.3000,-7.5000,0,15.0,Sct,Prachové mračno vhodné pro široká pole
B 251,Barnard 251,DN,18.3333,-7.0833,0,12.0,Sct,Temná skvrna vhodná pro detailní snímky
B 252,Barnard 252,DN,18.3667,-8.5000,0,15.0,Sct,Prachové mračno poblíž M16 vhodné pro široká pole
B 253,Barnard 253,DN,18.4000,-8.0833,0,10.0,Sct,Temná mlhovina vhodná pro detailní foto
B 254,Barnard 254,DN,18.4333,-7.6667,0,12.0,Sct,Temná skvrna vhodná pro delší expozice
B 255,Barnard 255,DN,18.4667,-7.2500,0,10.0,Sct,Malý prachový chomáč vhodný pro detailní snímky
B 256,Barnard 256,DN,18.5000,-6.8333,0,15.0,Sct,Temná mlhovina vhodná pro široká pole
B 257,Barnard 257,DN,18.5333,-6.4167,0,12.0,Sct,Slabší prachová skvrna vhodná pro detailní foto
B 258,Barnard 258,DN,18.5667,-6.0000,0,10.0,Sct,Temná mlhovina vhodná pro delší expozice
B 259,Barnard 259,DN,18.3500,-4.5000,0,15.0,Sct,Prach v severním cípu Štítu vhodný pro široká pole
B 260,Barnard 260,DN,18.3833,-4.0833,0,12.0,Sct,Temná skvrna vhodná pro detailní snímky
B 261,Barnard 261,DN,18.4167,-3.6667,0,10.0,Sct,Temná mlhovina vhodná pro delší expozice
B 262,Barnard 262,DN,18.4500,-3.2500,0,15.0,Aql,Temná mlhovina na hranici Orla vhodná pro široká pole
B 263,Barnard 263,DN,18.4833,-2.8333,0,12.0,Aql,Prachové mračno vhodné pro delší expozice
B 264,Barnard 264,DN,18.5167,-2.4167,0,10.0,Aql,Temná skvrna vhodná pro detailní snímky
B 265,Barnard 265,DN,18.5500,-2.0000,0,15.0,Aql,Temná mlhovina v jižním Orlu vhodná pro široká pole
B 266,Barnard 266,DN,18.5833,-1.5833,0,12.0,Aql,Slabší prachová skvrna vhodná pro detailní foto
B 267,Barnard 267,DN,18.6167,-1.1667,0,10.0,Aql,Temná mlhovina vhodná pro delší expozice
B 268,Barnard 268,DN,18.7167,-9.1667,0,60.0,Sct,Velký prachový komplex vhodný pro široká pole
B 269,Barnard 269,DN,18.7500,-8.7500,0,15.0,Sct,Součást komplexu B268 vhodná pro široká pole
B 270,Barnard 270,DN,18.7833,-8.3333,0,12.0,Sct,Temná skvrna vhodná pro detailní snímky
B 271,Barnard 271,DN,18.8167,-7.9167,0,10.0,Sct,Temná mlhovina vhodná pro delší expozice
B 272,Barnard 272,DN,18.8500,-7.5000,0,15.0,Sct,Prachové mračno vhodné pro široká pole
B 273,Barnard 273,DN,18.8833,-7.0833,0,12.0,Sct,Temná skvrna vhodná pro detailní foto
B 274,Barnard 274,DN,18.9167,-6.6667,0,10.0,Sct,Temná mlhovina vhodná pro delší expozice
B 275,Barnard 275,DN,18.9500,-6.2500,0,15.0,Sct,Prach ve Štítu vhodný pro široká pole
B 276,Barnard 276,DN,19.0167,-12.3333,0,12.0,Sgr,Temná mlhovina v severním Střelci vhodná pro detailní foto
B 277,Barnard 277,DN,19.0500,-11.9167,0,10.0,Sgr,Temná skvrna vhodná pro detailní snímky
B 278,Barnard 278,DN,19.1000,-11.5000,0,15.0,Sgr,Prachové mračno vhodné pro široká pole
B 279,Barnard 279,DN,19.1333,-11.0833,0,12.0,Sgr,Temná mlhovina vhodná pro delší expozice
B 280,Barnard 280,DN,19.1667,13.0000,0,30.0,Aql,Výrazná temná mlhovina v Orlu vhodná pro široká pole
B 281,Barnard 281,DN,19.2000,12.5833,0,12.0,Aql,Součást komplexu v Orlu vhodná pro delší expozice
B 282,Barnard 282,DN,19.2333,12.1667,0,10.0,Aql,Temná skvrna vhodná pro detailní snímky
B 283,Barnard 283,DN,19.2667,11.7500,0,15.0,Aql,Temná mlhovina vhodná pro široká pole
B 284,Barnard 284,DN,19.3000,11.3333,0,12.0,Aql,Prachové mračno vhodné pro delší expozice
B 285,Barnard 285,DN,19.3333,10.9167,0,10.0,Aql,Temná skvrna vhodná pro detailní foto
B 286,Barnard 286,DN,19.3667,10.5000,0,15.0,Aql,Temná mlhovina vhodná pro široká pole
B 287,Barnard 287,DN,19.4000,10.0833,0,12.0,Aql,Temný prach v Orlu vhodný pro delší expozice
B 288,Barnard 288,DN,19.4333,9.6667,0,10.0,Aql,Temná skvrna vhodná pro detailní snímky
B 289,Barnard 289,DN,19.4667,9.2500,0,15.0,Aql,Prachové mračno vhodné pro široká pole
B 290,Barnard 290,DN,19.5000,8.8333,0,12.0,Aql,Temná mlhovina vhodná pro delší expozice
B 291,Barnard 291,DN,19.5333,8.4167,0,10.0,Aql,Temná skvrna vhodná pro detailní foto
B 292,Barnard 292,DN,19.5667,8.0000,0,15.0,Aql,Temná mlhovina vhodná pro široká pole
B 293,Barnard 293,DN,19.6000,7.5833,0,12.0,Aql,Prach v Orlu vhodný pro delší expozice
B 294,Barnard 294,DN,19.6333,7.1667,0,10.0,Aql,Temná skvrna vhodná pro detailní snímky
B 295,Barnard 295,DN,19.6667,6.7500,0,15.0,Aql,Temná mlhovina vhodná pro široká pole
B 296,Barnard 296,DN,19.7000,6.3333,0,12.0,Aql,Temný prach vhodný pro delší expozice
B 297,Barnard 297,DN,19.7333,5.9167,0,10.0,Aql,Temná skvrna vhodná pro detailní foto
B 298,Barnard 298,DN,19.7667,5.5000,0,15.0,Aql,Temná mlhovina vhodná pro široká pole
B 299,Barnard 299,DN,19.8000,5.0833,0,12.0,Aql,Prachové mračno vhodné pro delší expozice
B 300,Barnard 300,DN,19.8333,4.6667,0,10.0,Aql,Temná skvrna v Orlu vhodná pro detailní snímky
B 301,Barnard 301,DN,19.8667,4.2500,0,12.0,Aql,Temná mlhovina vhodná pro delší expozice
B 302,Barnard 302,DN,19.9000,3.8333,0,10.0,Aql,Temná skvrna vhodná pro detailní foto
B 303,Barnard 303,DN,19.9333,3.4167,0,15.0,Aql,Prachové mračno vhodné pro široká pole
B 304,Barnard 304,DN,19.9667,3.0000,0,12.0,Aql,Temná mlhovina vhodná pro delší expozice
B 305,Barnard 305,DN,20.0000,2.5833,0,10.0,Aql,Temná skvrna vhodná pro detailní snímky
B 306,Barnard 306,DN,20.0333,2.1667,0,15.0,Aql,Prach v Orlu vhodný pro široká pole
B 307,Barnard 307,DN,20.0667,1.7500,0,12.0,Aql,Temná mlhovina vhodná pro delší expozice
B 308,Barnard 308,DN,20.1000,1.3333,0,10.0,Aql,Temná skvrna vhodná pro detailní foto
B 309,Barnard 309,DN,20.1333,0.9167,0,15.0,Aql,Prachové mračno vhodné pro široká pole
B 310,Barnard 310,DN,20.1667,0.5000,0,12.0,Aql,Temná mlhovina u rovníku vhodná pro delší expozice
B 311,Barnard 311,DN,20.2000,0.0833,0,10.0,Aql,Temná skvrna vhodná pro detailní snímky
B 312,Barnard 312,DN,18.5200,-5.0167,0,40.0,Sct,Výrazný temný oblak ve Štítu vhodný pro široká pole
B 313,Barnard 313,DN,20.2667,-0.7500,0,12.0,Aql,Temná mlhovina vhodná pro delší expozice
B 314,Barnard 314,DN,20.3000,-1.1667,0,15.0,Aql,Prachové mračno vhodné pro široká pole
B 315,Barnard 315,DN,20.3333,-1.5833,0,10.0,Aql,Temná skvrna vhodná pro detailní snímky
B 316,Barnard 316,DN,20.3667,-2.0000,0,12.0,Aql,Temná mlhovina vhodná pro delší expozice
B 317,Barnard 317,DN,20.4000,-2.4167,0,10.0,Aql,Prach v Orlu vhodný pro detailní foto
B 318,Barnard 318,DN,20.4333,-2.8333,0,15.0,Aql,Temná mlhovina vhodná pro široká pole
B 319,Barnard 319,DN,20.4667,-3.2500,0,12.0,Aql,Temná skvrna vhodná pro detailní snímky
B 320,Barnard 320,DN,20.5000,-3.6667,0,10.0,Aql,Prachové mračno vhodné pro delší expozice
B 321,Barnard 321,DN,20.5333,-4.0833,0,15.0,Aql,Temná mlhovina vhodná pro široká pole
B 322,Barnard 322,DN,20.5667,-4.5000,0,12.0,Aql,Temná skvrna vhodná pro detailní foto
B 323,Barnard 323,DN,20.6000,-4.9167,0,10.0,Aql,Temná mlhovina vhodná pro delší expozice
B 324,Barnard 324,DN,20.4000,40.5000,0,25.0,Cyg,Temná mlhovina v srdci Labutě vhodná pro široká pole
B 325,Barnard 325,DN,20.4333,40.0833,0,15.0,Cyg,Temná skvrna poblíž Gamma Cyg vhodná pro detailní snímky
B 326,Barnard 326,DN,20.4667,39.6667,0,12.0,Cyg,Prach u mlhoviny Sadr vhodný pro delší expozice
B 327,Barnard 327,DN,20.5000,39.2500,0,10.0,Cyg,Temná mlhovina vhodná pro detailní foto
B 328,Barnard 328,DN,20.5333,38.8333,0,15.0,Cyg,Prachové mračno vhodné pro široká pole
B 329,Barnard 329,DN,20.5667,38.4167,0,12.0,Cyg,Temná skvrna vhodná pro detailní snímky
B 330,Barnard 330,DN,20.6000,38.0000,0,10.0,Cyg,Temná mlhovina vhodná pro delší expozice
B 331,Barnard 331,DN,20.6333,37.5833,0,15.0,Cyg,Prach v Labuti vhodný pro široká pole
B 332,Barnard 332,DN,20.6667,37.1667,0,12.0,Cyg,Temná skvrna vhodná pro detailní foto
B 333,Barnard 333,DN,20.7000,36.7500,0,10.0,Cyg,Temná mlhovina vhodná pro delší expozice
B 334,Barnard 334,DN,20.7333,36.3333,0,15.0,Cyg,Prachové mračno vhodné pro široká pole
B 335,Barnard 335,DN,20.7667,35.9167,0,12.0,Cyg,Temná skvrna vhodná pro detailní snímky
B 336,Barnard 336,DN,20.8000,35.5000,0,10.0,Cyg,Temná mlhovina vhodná pro delší expozice
B 337,Barnard 337,DN,20.8333,35.0833,0,15.0,Cyg,Prach v Labuti vhodný pro široká pole
B 338,Barnard 338,DN,20.8667,34.6667,0,12.0,Cyg,Temná skvrna vhodná pro detailní foto
B 339,Barnard 339,DN,20.9000,34.2500,0,10.0,Cyg,Temná mlhovina vhodná pro delší expozice
B 340,Barnard 340,DN,20.9333,33.8333,0,15.0,Cyg,Prachové mračno vhodné pro široká pole
B 341,Barnard 341,DN,20.9667,33.4167,0,12.0,Cyg,Temná skvrna vhodná pro detailní snímky
B 342,Barnard 342,DN,21.0000,33.0000,0,10.0,Cyg,Temná mlhovina vhodná pro delší expozice
B 343,Barnard 343,DN,20.2450,40.1667,0,15.0,Cyg,Temná skvrna v IC 1318 vhodná pro detailní foto
B 344,Barnard 344,DN,20.2833,40.5833,0,12.0,Cyg,Temná mlhovina u Sadr vhodná pro široká pole
B 345,Barnard 345,DN,20.3167,41.0000,0,10.0,Cyg,Prach v Labuti vhodný pro detailní snímky
B 346,Barnard 346,DN,20.3500,41.4167,0,15.0,Cyg,Temná skvrna vhodná pro delší expozice
B 347,Barnard 347,DN,20.3833,41.8333,0,12.0,Cyg,Temná mlhovina vhodná pro široká pole
B 348,Barnard 348,DN,21.5833,58.8333,0,15.0,Cep,Temná mlhovina v Cefeu vhodná pro široká pole
B 349,Barnard 349,DN,21.6167,58.4167,0,12.0,Cep,Temná skvrna vhodná pro detailní snímky
B 350,Barnard 350,DN,21.6500,58.0000,0,10.0,Cep,Prachové mračno vhodné pro delší expozice
B 351,Barnard 351,DN,21.7500,56.5000,0,10.0,Cep,Temná mlhovina vhodná pro detailní foto
B 352,Barnard 352,DN,21.8000,56.1667,0,12.0,Cep,Malá prachová skvrna poblíž IC 1396
B 353,Barnard 353,DN,21.8333,55.8333,0,10.0,Cep,Temná mlhovina vhodná pro delší expozice
B 354,Barnard 354,DN,21.8667,55.5000,0,15.0,Cep,Prachové mračno vhodné pro široká pole
B 355,Barnard 355,DN,21.9000,55.1667,0,12.0,Cep,Temná skvrna vhodná pro detailní snímky
B 356,Barnard 356,DN,21.9333,54.8333,0,10.0,Cep,Temná mlhovina vhodná pro delší expozice
B 357,Barnard 357,DN,22.0167,54.5000,0,15.0,Cep,Prach v Cefeu vhodný pro široká pole
B 358,Barnard 358,DN,22.1000,54.1667,0,12.0,Cep,Temná skvrna vhodná pro detailní foto
B 359,Barnard 359,DN,22.1500,53.8333,0,10.0,Cep,Temná mlhovina vhodná pro delší expozice
B 360,Barnard 360,DN,22.2000,53.5000,0,15.0,Cep,Prachové mračno vhodné pro široká pole
B 361,Barnard 361,DN,21.1967,47.4167,0,20.0,Cyg,Kompaktní velmi tmavá kulička vhodná pro detailní foto
B 362,Barnard 362,DN,21.2500,47.1667,0,12.0,Cyg,Prach poblíž Kokonu vhodný pro delší expozice
B 363,Barnard 363,DN,22.4167,53.0000,0,15.0,Cep,Temná mlhovina v Cefeu vhodná pro široká pole
B 364,Barnard 364,DN,22.4500,52.6667,0,12.0,Lac,Temná skvrna v Ještěrce vhodná pro detailní snímky
B 365,Barnard 365,DN,22.5000,52.3333,0,10.0,Lac,Prach v Ještěrce vhodný pro delší expozice
B 366,Barnard 366,DN,22.5500,52.0000,0,15.0,Lac,Temná mlhovina vhodná pro široká pole
B 367,Barnard 367,DN,23.1333,58.8333,0,20.0,Cas,Rozsáhlý prach v Kasiopeji vhodný pro široká pole
B 368,Barnard 368,DN,23.2167,59.2500,0,15.0,Cas,Temná mlhovina poblíž Bubble Nebula vhodná pro detailní foto
B 369,Barnard 369,DN,23.3333,59.6667,0,12.0,Cas,Temná skvrna vhodná pro delší expozice
B 370,Barnard 370,DN,23.4167,60.1667,0,10.0,Cas,Temná mlhovina – závěr Barnardova katalogu
