id,name,type,ra_hours,dec_deg,mag,size_arcmin,constellation,description
NGC 7457,NGC 7457,GAL,23.000,+30.14,11.0,4.5,Peg,Lentikulární: kompaktní a jasná
NGC 7479,Propeller Galaxy,GAL,23.082,+12.32,10.8,4.1,Peg,Barred spirála s výraznými rameny
NGC 7640,NGC 7640,GAL,23.368,+40.84,11.3,10.5,And,Barred edge‑on spirála
NGC 772,NGC 772,GAL,1.989,+19.01,10.3,7.0,Ari,Asymetrická spirála s dlouhým ramenem
NGC 7741,NGC 7741,GAL,23.732,+26.08,11.3,4.4,Peg,Otevřená barred spirála
NGC 7793,NGC 7793,GAL,23.950,-32.60,9.1,9,Scl,Spirála: člen Sculptor Group s jemnými rameny
NGC 779,NGC 779,GAL,1.996,-5.96,11.2,4.0,Cet,Slabá spirála s úzkým diskem
NGC 7814,NGC 7814,GAL,0.016,+16.14,10.6,5.5,Peg,Spirála: Little Sombrero s výrazným prachovým pásem
NGC 784,NGC 784,GAL,2.053,+28.84,11.5,6.0,Tri,Nepravidelná: protáhlá trpasličí galaxie s nízkým jasem
NGC 891,NGC 891,GAL,2.226,+42.35,9.9,13,And,Spirála: ikonická edge‑on spirála s mohutným prachovým pásem
NGC 908,NGC 908,GAL,2.384,-21.23,10.2,6.0,Cet,Starburst spirála
NGC 925,NGC 925,GAL,2.411,+33.58,10.2,10,Tri,Spirála: asymetrická spirála s otevřenými rameny
NGC 936,NGC 936,GAL,2.460,-1.15,10.2,5.7,Cet,Lentikulární galaxie s výrazným barem
NGC 949,NGC 949,GAL,2.500,+37.10,11.5,3.5,Tri,Lentikulární: slabá a kompaktní
NGC 959,NGC 959,GAL,2.514,+35.95,11.7,3.0,Tri,Spirála: slabá spirála s nízkým povrchovým jasem
