id,name,type,ra_hours,dec_deg,mag,size_arcmin,constellation,description
Arp 259,NGC 1741,GAL,5.0250,-4.2500,13.5,1.2,Ori,Hickson 31 - bouřlivá srážka v Orionu
Arp 260,UGC 7230,GAL,12.2267,31.7500,14.8,1.1,Com,Pár galaxií připomínající písmeno V
Arp 261,UGC 1152,GAL,1.6033,25.6167,14.4,1.4,Psc,Spletitá skupina interagujících galaxií
Arp 262,UGC 12856,GAL,23.9317,15.1500,14.6,1.2,Peg,Pár galaxií v Pegasovi
Arp 263,NGC 3239,GAL,10.4183,17.1500,11.1,5.0,Leo,Nepravidelná galaxie s jasnými uzly
Arp 264,NGC 3104,GAL,10.0650,40.7500,13.2,3.3,LMi,Nepravidelná galaxie v Malém Lvovi
Arp 265,IC 3881,GAL,12.9150,19.1833,13.5,1.8,Com,Interagující pár galaxií
Arp 266,NGC 4861,GAL,12.9833,34.8500,12.3,4.0,CVn,Galaxie kometa (nepravidelná s ohonem)
Arp 267,UGC 5746,GAL,10.5817,34.2333,14.9,1.1,LMi,Deformovaná galaxie s doprovodem
Arp 268,NGC 7079,GAL,21.5433,-44.0667,11.5,2.3,Gru,Lentikulární galaxie s narušeným halem
Arp 269,NGC 4485/90,GAL,12.5100,41.7000,9.8,6.3,CVn,Galaxie Kokon (Cocoon) v interakci
Arp 270,NGC 3395/96,GAL,10.8300,32.9833,12.1,2.1,LMi,Dvě srážející se spirály
Arp 271,NGC 5426/27,GAL,14.0550,-6.0167,12.0,3.0,Vir,Dvě spirály spojené mostem hvězd
Arp 272,NGC 6050/IC 1179,GAL,16.0850,17.7500,13.9,1.2,Her,Srážka dvou spirál v kupě Hercules
Arp 273,UGC 1810,GAL,2.3567,39.3667,12.9,2.1,And,Galaktická růže (Rose of Galaxies)
Arp 274,NGC 5679,GAL,14.5850,5.3500,13.0,1.1,Vir,Trojice galaxií v těsném zákrytu
Arp 275,NGC 2881,GAL,9.4250,-11.9833,13.3,1.2,Hya,Dvě galaxie s propletenými rameny
Arp 276,NGC 4656/57,GAL,12.7317,32.1667,10.5,15.0,CVn,Hokejka (Hockey Stick) v interakci
Arp 277,NGC 4809/10,GAL,12.9117,2.6500,13.5,1.4,Vir,Dvě nepravidelné galaxie v srážce
Arp 278,NGC 7253,GAL,22.3067,29.3833,13.2,1.6,Peg,Dvě spirály s protnutými rameny
Arp 279,NGC 1253,GAL,3.1367,-2.8167,11.7,5.0,Eri,Spirála s výrazným narušením a doprovodem
Arp 280,NGC 3769,GAL,11.6283,47.8833,11.9,3.1,UMa,Spirála se společníkem a mostem
Arp 281,NGC 4631,GAL,12.7017,32.5333,9.2,15.5,CVn,Galaxie Velryba (Whale Galaxy)
Arp 282,NGC 169,GAL,0.6133,23.9833,12.4,2.5,And,Interakce velké spirály s malou spirálou
Arp 283,NGC 2798/99,GAL,9.2933,42.0000,12.3,2.6,Lyn,Most hmoty mezi dvěma galaxiemi
Arp 284,NGC 7714/15,GAL,23.6017,2.1500,12.2,1.9,Psc,Srážka s prstencovými strukturami
Arp 285,NGC 2854/56,GAL,9.4000,49.1833,13.0,2.1,UMa,Interagující pár v UMa
Arp 286,NGC 5560/66/69,GAL,14.3367,3.9333,10.7,6.6,Vir,Trojice galaxií (Virgo Cluster)
Arp 287,NGC 2735,GAL,9.0433,25.9333,13.3,1.2,Cnc,Interagující pár s malým společníkem
Arp 288,NGC 5221/22,GAL,13.5800,13.8500,13.0,2.5,Vir,Skupina galaxií v Panně
Arp 289,NGC 4984,GAL,13.1500,-15.5167,11.3,2.8,Vir,Lentikulární galaxie s narušeným diskem
Arp 290,NGC 192,GAL,0.6650,0.8500,12.5,1.9,Cet,Součást skupiny galaxií v Cetu
Arp 291,UGC 5832,GAL,10.7133,13.1500,14.8,1.2,Leo,Interagující pár galaxií
Arp 292,IC 575,GAL,9.9017,-6.8500,13.0,1.4,Sex,Galaxie s výraznými rameny po srážce
Arp 293,NGC 6285/86,GAL,16.9717,58.9833,13.5,1.5,Dra,Dvě spirály v interakci (pár v Dratovi)
Arp 294,NGC 3786/88,GAL,11.6600,31.9167,12.3,2.2,LMi,Interagující pár s ohony
Arp 295,IC 1505,GAL,23.6867,-3.6667,13.8,1.3,Aqr,Dvě galaxie s velmi dlouhým mostem
Arp 296,UGC 10043,GAL,15.8117,21.8667,14.4,1.4,Ser,Interagující pár galaxií
Arp 297,NGC 6052,GAL,16.0850,20.5333,13.3,0.9,Her,Splynutí dvou galaxií (vzájemný průnik)
Arp 298,NGC 7469/IC 5283,GAL,23.0517,8.8667,12.3,1.5,Peg,Seyfertova galaxie s doprovodem
Arp 299,NGC 3690/IC 694,GAL,11.4767,58.5500,10.9,1.6,UMa,Extrémně jasná srážka galaxií (ULIRG)
Arp 300,UGC 5028,GAL,9.4533,25.4333,14.8,1.1,Leo,Interagující pár galaxií
Arp 301,UGC 6204,GAL,11.1617,53.5833,14.7,1.1,UMa,Pár galaxií v interakci
Arp 302,UGC 9618,GAL,14.9500,24.5167,13.8,1.2,Boo,Dvě spirály bohaté na plyn v srážce
Arp 303,IC 563/64,GAL,9.7717,3.0500,13.8,1.3,Sex,Pár galaxií v Sextantu
Arp 304,NGC 1241/42,GAL,3.1867,-8.9167,12.0,2.8,Eri,Interagující pár galaxií
Arp 305,NGC 4016/17,GAL,11.9733,27.5333,13.2,1.5,Com,Pár galaxií v Vlasu Bereniky
Arp 306,UGC 1102,GAL,1.5733,30.0833,14.6,1.2,And,Čtveřice galaxií v interakci
Arp 307,NGC 2872/74,GAL,9.4283,11.4167,11.9,2.1,Leo,Interagující pár (eliptická a spirální)
Arp 308,NGC 545/47,GAL,1.4317,-1.3333,12.3,2.5,Cet,Dvě eliptické galaxie v centru kupy Abell 194
Arp 309,NGC 942/43,GAL,2.4850,-10.8333,13.0,1.1,Cet,Těsný pár galaxií
Arp 310,IC 1259,GAL,17.4533,52.2667,14.5,1.2,Dra,Těsný pár galaxií v drakovi
Arp 311,IC 1258/60,GAL,17.4517,52.2500,14.0,1.1,Dra,Skupina galaxií (pár s doprovodem)
Arp 312,UGC 12042,GAL,22.4683,34.3333,14.8,1.3,Peg,Řetězec tří galaxií
Arp 313,NGC 3991/94/95,GAL,11.9600,32.3333,12.5,2.0,UMa,Zářivý triplet galaxií
Arp 314,NGC 609,GAL,1.6033,-9.5833,13.8,1.2,Cet,Trojice galaxií v Cetu
Arp 315,NGC 2830/31/32,GAL,9.3300,33.7500,11.8,2.4,LMi,Skupina galaxií v Malém Lvovi
Arp 316,NGC 3193,GAL,10.3067,19.8833,10.8,3.0,Leo,Hickson 44 - skupina v krku Lva
Arp 317,M65/M66/NGC 3628,GAL,11.3367,12.9833,8.9,9.1,Leo,Lví triplet (Leo Triplet)
Arp 318,NGC 833/35/38/39,GAL,2.1550,-10.1333,12.5,2.1,Cet,Hickson 16 - těsná skupina galaxií
Arp 319,NGC 7317/18/19/20,GAL,22.6000,33.9500,12.7,3.5,Peg,Stephanův kvintet (Stephan's Quintet)
Arp 320,NGC 3750/53/54,GAL,11.6317,21.9667,13.9,1.1,Leo,Copelandův septet (část)
Arp 321,UGC 10043,GAL,15.8117,21.8667,14.4,1.4,Ser,Těsný řetězec galaxií
Arp 322,UGC 6527,GAL,11.5283,32.9667,14.2,1.2,LMi,Hickson 56 - řetězec pěti galaxií
Arp 323,NGC 7783,GAL,23.9017,0.3833,13.0,1.1,Psc,Hickson 98 - skupina čtyř galaxií
Arp 324,NGC 4410,GAL,12.4417,9.0167,12.8,1.3,Vir,Řetězec galaxií v Panně
Arp 325,ESO 601-G018,GAL,22.1283,-21.0167,14.5,1.2,Aqr,Skupina galaxií v Vodnáři
Arp 326,UGC 8610,GAL,13.6217,14.5000,14.8,1.1,Vir,Hickson 67 - řetězec galaxií
Arp 327,NGC 1875,GAL,5.3617,6.6833,13.7,1.0,Ori,Hickson 34 - skupina galaxií
Arp 328,UGC 9532,GAL,14.8017,18.7500,15.0,0.8,Boo,Hickson 72 - skupina galaxií
Arp 329,UGC 6514,GAL,11.5167,35.0167,15.1,0.9,LMi,Hickson 55 - těsný řetězec pěti galaxií
Arp 330,UGC 10146,GAL,16.0267,17.9833,14.9,0.9,Her,Řetězec galaxií v kupě Hercules
Arp 331,NGC 379/80/82/83,GAL,1.1167,32.3500,12.6,1.4,Psc,Seyfertův sextet (Pisces Chain)
Arp 332,NGC 1228/29/30,GAL,3.1367,-22.9167,13.3,1.3,Eri,Řetězec galaxií v Eridanu
Arp 333,NGC 1024,GAL,2.6517,10.8333,12.1,3.9,Ari,Spirála s výraznými prstenci a doprovodem
Arp 334,NGC 3587 (M97),Neb,11.2467,55.0167,9.9,3.4,UMa,Soví mlhovina (zařazena Arpem omylem)
Arp 335,NGC 3509,GAL,11.0533,4.8167,13.0,2.1,Leo,Narušená galaxie s dlouhým ohonem
Arp 336,NGC 2685,GAL,8.9267,58.7333,11.3,4.6,UMa,Galaxie Šnek (Helix Galaxy) - polární prstenec
Arp 337,M82,GAL,9.9300,69.6833,8.4,11.2,UMa,Galaxie Doutník (Cigar Galaxy)
Arp 338,PGC 19022,GAL,6.4083,3.4167,15.2,0.8,Mon,Poslední objekt atlasu - galaxie s ohonem
